name	type	shape	n_elements	n_bytes
blk.4.ssm_a	F32	48	48	192
blk.4.ssm_alpha.weight	Q8_0	5120,48	245760	261120
blk.4.ssm_beta.weight	Q8_0	5120,48	245760	261120
blk.4.ssm_conv1d.weight	F32	4,10240	40960	163840
blk.4.ssm_dt.bias	F32	48	48	192
blk.4.ssm_norm.weight	F32	128	128	512
blk.4.ssm_out.weight	Q8_0	6144,5120	31457280	33423360
blk.5.attn_gate.weight	Q8_0	5120,6144	31457280	33423360
blk.5.attn_norm.weight	F32	5120	5120	20480
blk.5.attn_qkv.weight	Q8_0	5120,10240	52428800	55705600
blk.5.ffn_down.weight	Q4_K	17408,5120	89128960	50135040
blk.5.ffn_gate.weight	Q4_K	5120,17408	89128960	50135040
blk.5.ffn_up.weight	Q4_K	5120,17408	89128960	50135040
blk.5.post_attention_norm.weight	F32	5120	5120	20480
blk.5.ssm_a	F32	48	48	192
blk.5.ssm_alpha.weight	Q8_0	5120,48	245760	261120
blk.5.ssm_beta.weight	Q8_0	5120,48	245760	261120
blk.5.ssm_conv1d.weight	F32	4,10240	40960	163840
blk.5.ssm_dt.bias	F32	48	48	192
blk.5.ssm_norm.weight	F32	128	128	512
blk.5.ssm_out.weight	Q8_0	6144,5120	31457280	33423360
blk.6.attn_gate.weight	Q8_0	5120,6144	31457280	33423360
blk.6.attn_norm.weight	F32	5120	5120	20480
blk.6.attn_qkv.weight	Q8_0	5120,10240	52428800	55705600
blk.6.ffn_down.weight	Q4_K	17408,5120	89128960	50135040
blk.6.ffn_gate.weight	Q4_K	5120,17408	89128960	50135040
blk.6.ffn_up.weight	Q4_K	5120,17408	89128960	50135040
blk.6.post_attention_norm.weight	F32	5120	5120	20480
blk.6.ssm_a	F32	48	48	192
blk.6.ssm_alpha.weight	Q8_0	5120,48	245760	261120
blk.6.ssm_beta.weight	Q8_0	5120,48	245760	261120
blk.6.ssm_conv1d.weight	F32	4,10240	40960	163840
blk.6.ssm_dt.bias	F32	48	48	192
blk.6.ssm_norm.weight	F32	128	128	512
blk.6.ssm_out.weight	Q8_0	6144,5120	31457280	33423360
blk.7.attn_k.weight	Q8_0	5120,1024	5242880	5570560
blk.7.attn_k_norm.weight	F32	256	256	1024
blk.7.attn_norm.weight	F32	5120	5120	20480
blk.7.attn_output.weight	Q6_K	6144,5120	31457280	25804800
blk.7.attn_q.weight	Q8_0	5120,12288	62914560	66846720
blk.7.attn_q_norm.weight	F32	256	256	1024
blk.7.attn_v.weight	Q8_0	5120,1024	5242880	5570560
blk.7.ffn_down.weight	Q4_K	17408,5120	89128960	50135040
blk.7.ffn_gate.weight	Q4_K	5120,17408	89128960	50135040
blk.7.ffn_up.weight	Q4_K	5120,17408	89128960	50135040
blk.7.post_attention_norm.weight	F32	5120	5120	20480
blk.8.attn_gate.weight	Q8_0	5120,6144	31457280	33423360
blk.8.attn_norm.weight	F32	5120	5120	20480
blk.8.attn_qkv.weight	Q8_0	5120,10240	52428800	55705600
blk.8.ffn_down.weight	Q4_K	17408,5120	89128960	50135040
blk.8.ffn_gate.weight	Q4_K	5120,17408	89128960	50135040
blk.8.ffn_up.weight	Q4_K	5120,17408	89128960	50135040
blk.8.post_attention_norm.weight	F32	5120	5120	20480
blk.8.ssm_a	F32	48	48	192
blk.8.ssm_alpha.weight	Q8_0	5120,48	245760	261120
blk.8.ssm_beta.weight	Q8_0	5120,48	245760	261120
blk.8.ssm_conv1d.weight	F32	4,10240	40960	163840
blk.8.ssm_dt.bias	F32	48	48	192
blk.8.ssm_norm.weight	F32	128	128	512
blk.8.ssm_out.weight	Q8_0	6144,5120	31457280	33423360
blk.9.attn_gate.weight	Q8_0	5120,6144	31457280	33423360
blk.9.attn_norm.weight	F32	5120	5120	20480
blk.9.attn_qkv.weight	Q8_0	5120,10240	52428800	55705600
blk.9.ffn_down.weight	Q4_K	17408,5120	89128960	50135040
blk.9.ffn_gate.weight	Q4_K	5120,17408	89128960	50135040
blk.9.ffn_up.weight	Q4_K	5120,17408	89128960	50135040
blk.9.post_attention_norm.weight	F32	5120	5120	20480
blk.9.ssm_a	F32	48	48	192
blk.9.ssm_alpha.weight	Q8_0	5120,48	245760	261120
blk.9.ssm_beta.weight	Q8_0	5120,48	245760	261120
blk.9.ssm_conv1d.weight	F32	4,10240	40960	163840
blk.9.ssm_dt.bias	F32	48	48	192
blk.9.ssm_norm.weight	F32	128	128	512
blk.9.ssm_out.weight	Q8_0	6144,5120	31457280	33423360
blk.10.attn_gate.weight	Q8_0	5120,6144	31457280	33423360
blk.10.attn_norm.weight	F32	5120	5120	20480
blk.10.attn_qkv.weight	Q8_0	5120,10240	52428800	55705600
blk.10.ffn_down.weight	Q4_K	17408,5120	89128960	50135040
blk.10.ffn_gate.weight	Q4_K	5120,17408	89128960	50135040
blk.10.ffn_up.weight	Q4_K	5120,17408	89128960	50135040
blk.10.post_attention_norm.weight	F32	5120	5120	20480
blk.10.ssm_a	F32	48	48	192
blk.10.ssm_alpha.weight	Q8_0	5120,48	245760	261120
blk.10.ssm_beta.weight	Q8_0	5120,48	245760	261120
blk.10.ssm_conv1d.weight	F32	4,10240	40960	163840
blk.10.ssm_dt.bias	F32	48	48	192
blk.10.ssm_norm.weight	F32	128	128	512
blk.10.ssm_out.weight	Q8_0	6144,5120	31457280	33423360
blk.11.attn_k.weight	Q8_0	5120,1024	5242880	5570560
blk.11.attn_k_norm.weight	F32	256	256	1024
blk.11.attn_norm.weight	F32	5120	5120	20480
blk.11.attn_output.weight	Q6_K	6144,5120	31457280	25804800
blk.11.attn_q.weight	Q8_0	5120,12288	62914560	66846720
blk.11.attn_q_norm.weight	F32	256	256	1024
blk.11.attn_v.weight	Q8_0	5120,1024	5242880	5570560
blk.11.ffn_down.weight	Q4_K	17408,5120	89128960	50135040
blk.11.ffn_gate.weight	Q4_K	5120,17408	89128960	50135040
blk.11.ffn_up.weight	Q4_K	5120,17408	89128960	50135040
blk.11.post_attention_norm.weight	F32	5120	5120	20480
blk.12.attn_gate.weight	Q8_0	5120,6144	31457280	33423360
blk.12.attn_norm.weight	F32	5120	5120	20480
blk.12.attn_qkv.weight	Q8_0	5120,10240	52428800	55705600
blk.12.ffn_down.weight	Q4_K	17408,5120	89128960	50135040
blk.12.ffn_gate.weight	Q4_K	5120,17408	89128960	50135040
blk.12.ffn_up.weight	Q4_K	5120,17408	89128960	50135040
blk.12.post_attention_norm.weight	F32	5120	5120	20480
blk.12.ssm_a	F32	48	48	192
blk.12.ssm_alpha.weight	Q8_0	5120,48	245760	261120
blk.12.ssm_beta.weight	Q8_0	5120,48	245760	261120
blk.12.ssm_conv1d.weight	F32	4,10240	40960	163840
blk.12.ssm_dt.bias	F32	48	48	192
blk.12.ssm_norm.weight	F32	128	128	512
blk.12.ssm_out.weight	Q8_0	6144,5120	31457280	33423360
blk.13.attn_gate.weight	Q8_0	5120,6144	31457280	33423360
blk.13.attn_norm.weight	F32	5120	5120	20480
blk.13.attn_qkv.weight	Q8_0	5120,10240	52428800	55705600
blk.13.ffn_down.weight	Q4_K	17408,5120	89128960	50135040
